item_id,dept_id,cat_id
FOODS_3_720,FOODS_3,FOODS
FOODS_3_721,FOODS_3,FOODS
FOODS_3_722,FOODS_3,FOODS
FOODS_3_723,FOODS_3,FOODS
FOODS_3_724,FOODS_3,FOODS
FOODS_3_725,FOODS_3,FOODS
FOODS_3_726,FOODS_3,FOODS
FOODS_3_727,FOODS_3,FOODS
FOODS_3_729,FOODS_3,FOODS
FOODS_3_730,FOODS_3,FOODS
FOODS_3_731,FOODS_3,FOODS
FOODS_3_732,FOODS_3,FOODS
FOODS_3_733,FOODS_3,FOODS
FOODS_3_734,FOODS_3,FOODS
FOODS_3_735,FOODS_3,FOODS
FOODS_3_736,FOODS_3,FOODS
FOODS_3_737,FOODS_3,FOODS
FOODS_3_738,FOODS_3,FOODS
FOODS_3_739,FOODS_3,FOODS
FOODS_3_741,FOODS_3,FOODS
FOODS_3_742,FOODS_3,FOODS
FOODS_3_743,FOODS_3,FOODS
FOODS_3_744,FOODS_3,FOODS
FOODS_3_745,FOODS_3,FOODS
FOODS_3_746,FOODS_3,FOODS
FOODS_3_747,FOODS_3,FOODS
FOODS_3_748,FOODS_3,FOODS
FOODS_3_749,FOODS_3,FOODS
FOODS_3_750,FOODS_3,FOODS
FOODS_3_751,FOODS_3,FOODS
FOODS_3_752,FOODS_3,FOODS
FOODS_3_753,FOODS_3,FOODS
FOODS_3_754,FOODS_3,FOODS
FOODS_3_755,FOODS_3,FOODS
FOODS_3_756,FOODS_3,FOODS
FOODS_3_757,FOODS_3,FOODS
FOODS_3_758,FOODS_3,FOODS
FOODS_3_759,FOODS_3,FOODS
FOODS_3_760,FOODS_3,FOODS
FOODS_3_761,FOODS_3,FOODS
FOODS_3_762,FOODS_3,FOODS
FOODS_3_763,FOODS_3,FOODS
FOODS_3_764,FOODS_3,FOODS
FOODS_3_765,FOODS_3,FOODS
FOODS_3_766,FOODS_3,FOODS
FOODS_3_767,FOODS_3,FOODS
FOODS_3_768,FOODS_3,FOODS
FOODS_3_769,FOODS_3,FOODS
FOODS_3_770,FOODS_3,FOODS
FOODS_3_771,FOODS_3,FOODS
FOODS_3_772,FOODS_3,FOODS
FOODS_3_773,FOODS_3,FOODS
FOODS_3_774,FOODS_3,FOODS
FOODS_3_775,FOODS_3,FOODS
FOODS_3_776,FOODS_3,FOODS
FOODS_3_777,FOODS_3,FOODS
FOODS_3_778,FOODS_3,FOODS
FOODS_3_779,FOODS_3,FOODS
FOODS_3_780,FOODS_3,FOODS
FOODS_3_781,FOODS_3,FOODS
FOODS_3_782,FOODS_3,FOODS
FOODS_3_783,FOODS_3,FOODS
FOODS_3_784,FOODS_3,FOODS
FOODS_3_785,FOODS_3,FOODS
FOODS_3_786,FOODS_3,FOODS
FOODS_3_787,FOODS_3,FOODS
FOODS_3_788,FOODS_3,FOODS
FOODS_3_789,FOODS_3,FOODS
FOODS_3_790,FOODS_3,FOODS
FOODS_3_791,FOODS_3,FOODS
FOODS_3_792,FOODS_3,FOODS
FOODS_3_793,FOODS_3,FOODS
FOODS_3_794,FOODS_3,FOODS
FOODS_3_795,FOODS_3,FOODS
FOODS_3_796,FOODS_3,FOODS
FOODS_3_797,FOODS_3,FOODS
FOODS_3_798,FOODS_3,FOODS
FOODS_3_799,FOODS_3,FOODS
FOODS_3_800,FOODS_3,FOODS
FOODS_3_801,FOODS_3,FOODS
FOODS_3_802,FOODS_3,FOODS
FOODS_3_803,FOODS_3,FOODS
FOODS_3_804,FOODS_3,FOODS
FOODS_3_805,FOODS_3,FOODS
FOODS_3_806,FOODS_3,FOODS
FOODS_3_807,FOODS_3,FOODS
FOODS_3_808,FOODS_3,FOODS
FOODS_3_809,FOODS_3,FOODS
FOODS_3_810,FOODS_3,FOODS
FOODS_3_811,FOODS_3,FOODS
FOODS_3_812,FOODS_3,FOODS
FOODS_3_813,FOODS_3,FOODS
FOODS_3_814,FOODS_3,FOODS
FOODS_3_815,FOODS_3,FOODS
FOODS_3_816,FOODS_3,FOODS
FOODS_3_817,FOODS_3,FOODS
FOODS_3_818,FOODS_3,FOODS
FOODS_3_819,FOODS_3,FOODS
FOODS_3_820,FOODS_3,FOODS
FOODS_3_821,FOODS_3,FOODS
FOODS_3_822,FOODS_3,FOODS
FOODS_3_823,FOODS_3,FOODS
FOODS_3_824,FOODS_3,FOODS
FOODS_3_825,FOODS_3,FOODS
FOODS_3_826,FOODS_3,FOODS
FOODS_3_827,FOODS_3,FOODS
