item_id,dept_id,d_1842,d_1843,d_1844,d_1845,d_1846,d_1847,d_1848,d_1849,d_1850,d_1851,d_1852,d_1853,d_1854,d_1855,d_1856,d_1857,d_1858,d_1859,d_1860,d_1861,d_1862,d_1863,d_1864,d_1865,d_1866,d_1867,d_1868,d_1869,d_1870,d_1871,d_1872,d_1873,d_1874,d_1875,d_1876,d_1877,d_1878,d_1879,d_1880,d_1881,d_1882,d_1883,d_1884,d_1885,d_1886,d_1887,d_1888,d_1889,d_1890,d_1891,d_1892,d_1893,d_1894,d_1895,d_1896,d_1897,d_1898,d_1899,d_1900,d_1901,d_1902,d_1903,d_1904,d_1905,d_1906,d_1907,d_1908,d_1909,d_1910,d_1911,d_1912,d_1913,d_1914,d_1915,d_1916,d_1917,d_1918,d_1919,d_1920,d_1921,d_1922,d_1923,d_1924,d_1925,d_1926,d_1927,d_1928,d_1929,d_1930,d_1931,d_1932,d_1933,d_1934,d_1935,d_1936,d_1937,d_1938,d_1939,d_1940,d_1941
FOODS_2_005,FOODS_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,4,2,0,1,1,3,1,3,0,2,1,1,0,1,1,2,0,2,3,2,2,2,1,2,0,4,2,2,0,0,2,2,0,1,2,1,1,5,4,1,1,2,4,0,2,2,1
FOODS_2_034,FOODS_2,4,2,7,1,1,0,0,0,0,0,0,0,1,6,7,5,4,0,0,0,4,2,5,3,2,6,2,2,5,2,3,6,1,1,9,1,1,4,4,2,0,3,7,5,3,1,5,8,0,3,4,4,0,3,1,2,8,9,1,5,3,1,1,0,0,0,5,0,1,5,3,9,2,2,0,1,2,0,3,12,3,0,2,3,1,1,3,4,1,5,0,2,6,4,2,3,0,4,1,7
FOODS_2_344,FOODS_2,3,2,0,3,1,1,4,3,4,0,1,3,0,2,7,4,1,1,3,1,3,3,2,2,2,1,0,2,1,0,1,0,0,0,1,0,3,3,0,2,2,4,2,1,1,1,2,0,2,2,4,1,1,0,3,0,1,0,0,0,2,3,3,3,2,1,7,1,2,3,0,5,4,1,1,2,0,1,2,1,1,0,4,1,2,0,0,1,3,2,3,3,1,0,4,1,1,1,0,0
FOODS_1_116,FOODS_1,4,0,0,0,1,4,0,3,2,3,1,0,0,2,2,2,0,0,1,0,2,1,2,1,10,1,1,1,7,0,0,0,2,1,3,10,4,1,0,1,1,1,4,3,1,1,1,2,0,2,1,0,1,0,2,0,1,4,1,0,4,0,2,5,4,2,1,2,0,3,2,2,0,1,0,1,2,1,0,0,0,1,0,0,3,0,0,0,0,0,0,2,5,0,4,3,0,0,3,2
FOODS_2_107,FOODS_2,0,2,1,0,0,0,2,1,1,0,0,0,0,1,0,2,0,0,1,0,1,2,5,0,1,1,0,2,2,3,1,0,0,0,3,3,0,0,0,1,0,0,1,4,4,2,0,6,2,6,7,6,4,0,0,0,3,0,5,4,1,1,0,1,2,0,1,1,1,2,0,5,0,0,4,3,0,2,1,0,1,1,0,0,0,0,0,1,0,1,6,1,1,0,5,3,0,2,2,5
FOODS_1_015,FOODS_1,0,0,0,0,1,0,5,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,3,0,1,1,4,0,1,0,3,1,0,1,2,1,6,3,2,0,5,2,1,2,3,1,1,1,0,0,1,3,5,2,0,2,1,0,3,3,0,4,0,0,2,6,1,3,0,2,0,0,3,2,14,3,8,1,1,1,10,1,3,0,0,2,0,1,1,0,3,0,2,2,9
FOODS_1_001,FOODS_1,2,9,0,0,0,6,2,1,2,0,0,0,1,1,5,5,1,2,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,1,2,4,2,0,1,1,1,12,0,0,0,1,0,0,1,0,0,0,1,0,0,4,2,1,0,0,0,0,0,13,0,0,0,0,0,1,0,1,0,1,0,8,1,0,0,1,0,0,1,1,0,0,0,0,0,1,2,2,0,0,1,0,3,2,2
FOODS_3_190,FOODS_3,7,9,2,5,1,2,2,0,4,0,1,2,1,0,4,7,2,4,2,3,1,3,9,1,1,3,3,4,0,5,1,0,4,3,0,1,5,1,2,0,0,1,1,5,0,1,4,0,1,2,5,2,3,4,2,0,1,10,1,1,3,3,1,2,7,1,0,0,1,1,2,8,0,2,0,1,1,3,4,2,4,0,2,0,1,7,4,1,1,0,0,2,3,4,4,5,1,0,3,6
FOODS_3_731,FOODS_3,4,4,7,4,3,2,2,1,5,5,2,4,4,0,3,4,2,4,5,2,7,5,6,3,3,8,4,3,5,6,1,0,2,5,1,7,6,3,3,4,3,2,6,6,1,3,6,6,3,4,8,5,7,4,2,3,3,6,1,2,4,4,3,8,3,6,2,4,1,0,1,3,5,0,0,2,4,2,6,1,6,3,2,4,10,5,7,2,0,1,5,2,7,5,7,4,1,3,4,6
FOODS_3_160,FOODS_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,2,1,1,1,4,0,1,0,0,0,1,5,0,0,0,0,3,2,3,2,0,1,5,12,0,0,4,0,4,1,0,11,3,0,2,0,0,2,0,2,1,0,5,1,0,1,0,5,1
FOODS_3_357,FOODS_3,0,0,1,0,0,0,1,0,3,0,1,1,0,1,1,3,1,1,0,0,1,2,4,2,0,0,0,2,1,1,0,0,0,0,0,3,3,0,1,0,0,1,1,1,1,1,0,0,0,2,1,0,1,0,1,1,1,0,0,1,0,3,2,0,0,0,1,2,0,2,1,0,0,0,0,1,1,2,0,0,2,0,0,2,1,1,1,2,0,1,1,1,0,0,1,0,0,0,0,0
FOODS_2_035,FOODS_2,3,5,8,7,2,3,5,4,8,4,2,7,2,4,4,4,5,2,5,4,2,8,6,4,2,4,1,2,3,4,2,6,4,2,2,0,7,2,1,1,4,7,6,1,4,4,2,3,5,5,10,4,4,5,1,2,2,9,6,0,1,3,1,2,6,4,1,4,0,1,0,3,5,3,5,2,7,4,2,5,5,4,1,5,2,2,3,2,4,6,1,4,4,6,3,3,4,2,3,8
FOODS_3_373,FOODS_3,0,0,0,3,0,1,1,6,1,0,0,0,1,1,2,0,0,2,0,0,1,2,0,1,1,2,0,1,0,0,4,2,1,2,0,4,0,0,0,1,0,1,0,1,3,1,0,5,0,0,0,1,0,0,1,1,2,0,0,0,2,0,2,1,2,0,0,0,0,4,1,1,3,2,0,0,0,3,0,2,2,0,0,2,1,2,1,0,2,0,3,0,0,5,1,0,2,0,2,3
FOODS_3_470,FOODS_3,4,0,5,1,1,1,0,0,7,2,3,0,0,0,6,2,0,1,0,4,5,1,6,0,0,0,0,0,11,0,0,0,0,0,1,0,1,3,0,0,0,2,1,0,0,2,2,0,6,0,1,1,2,1,0,2,7,3,0,0,1,3,2,1,3,0,0,2,2,1,1,2,2,5,1,0,0,2,0,0,5,0,0,0,1,2,4,2,0,0,0,1,4,2,0,4,1,2,1,1
FOODS_3_520,FOODS_3,2,0,4,0,1,1,0,6,0,2,2,3,1,0,2,6,2,0,0,2,4,2,2,0,1,2,0,0,3,3,1,2,1,0,3,5,3,1,1,2,0,1,1,1,1,0,0,1,0,5,1,0,1,0,0,4,1,2,1,3,1,0,2,0,2,2,2,1,0,1,0,4,1,3,1,2,2,1,0,1,1,0,0,2,2,3,0,1,0,3,2,2,3,2,2,1,2,1,1,3
FOODS_1_178,FOODS_1,1,0,3,1,0,0,1,1,1,3,1,0,3,2,3,3,1,2,0,1,1,5,1,2,3,1,3,0,0,2,0,0,2,0,0,2,1,1,0,1,0,0,4,2,0,2,0,0,0,2,1,0,2,1,0,1,3,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,2,0,0,1,1,1,0,1,0,0,2,2,3,0,0,2,1,3,0,0,0,0,0,2,1,1,6,1
FOODS_3_293,FOODS_3,0,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,3,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0
FOODS_3_605,FOODS_3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3,4,1,0,0,0,0,1,1,1,1,0,2,2,0,0,5,1,2,2,6,3,4,2,2,2,2,3,2,1,1,1,2,2,0,1,1,0,2,0,1,3,0,4,2,2,0,1,2,2,2,2,0,1,2,4,1,0,1,1,0,1,4
FOODS_1_090,FOODS_1,9,1,7,2,0,1,1,1,8,0,2,0,7,3,0,2,1,3,0,5,1,2,2,4,2,0,1,0,5,1,0,2,3,0,1,1,7,4,1,0,1,3,4,3,0,2,2,1,0,2,3,0,0,2,2,2,2,5,0,6,0,0,0,3,0,1,1,0,0,5,3,2,6,0,4,5,1,3,2,4,2,2,0,0,1,2,2,0,0,4,0,2,4,0,2,0,1,0,0,0
FOODS_3_074,FOODS_3,3,2,4,1,2,4,3,1,7,2,5,2,2,2,2,2,2,1,3,0,1,3,4,3,1,1,2,4,1,4,4,2,2,3,2,3,3,3,2,2,4,1,0,2,3,1,0,2,2,3,2,3,1,2,1,0,6,5,3,3,2,2,2,1,2,4,1,0,2,0,3,2,2,3,3,1,2,3,2,7,4,4,0,1,1,2,10,4,6,1,0,2,3,3,2,2,1,0,3,7
FOODS_3_537,FOODS_3,1,3,2,3,1,1,0,6,3,0,0,1,1,0,4,2,6,3,1,1,2,2,3,2,1,3,0,1,0,2,4,7,0,1,0,0,5,6,0,0,0,3,4,2,1,6,0,0,0,2,3,1,4,3,1,4,1,4,4,1,0,3,0,0,3,5,5,0,0,1,3,1,3,1,5,0,3,2,1,2,1,0,0,6,1,1,2,3,2,1,3,3,2,3,1,0,3,3,2,1
FOODS_2_201,FOODS_2,0,4,6,4,2,3,4,1,3,0,1,2,0,2,2,3,3,4,5,2,7,1,7,3,9,5,2,7,4,3,3,4,1,3,3,3,3,4,4,0,5,1,4,5,5,3,0,3,6,2,5,2,6,1,3,1,4,10,4,4,4,4,0,1,2,2,1,2,4,4,4,4,5,4,2,3,4,2,6,1,3,1,6,1,5,7,6,4,3,5,0,3,5,4,3,2,1,1,1,3
FOODS_3_153,FOODS_3,0,2,3,1,2,1,4,0,5,2,1,0,1,0,2,1,3,1,1,1,1,1,0,0,2,0,1,3,1,0,0,0,0,0,2,0,0,2,0,2,0,0,3,0,2,1,0,0,0,0,0,1,0,1,1,1,7,2,3,0,2,0,0,1,0,1,1,0,0,1,0,0,0,0,2,2,1,0,2,1,1,4,0,1,0,3,0,0,1,2,4,5,1,2,3,3,3,2,1,2
FOODS_2_072,FOODS_2,0,1,1,1,2,2,1,0,1,1,0,1,0,0,1,2,1,0,0,3,1,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,1,0,1,3,1,3,0,1,3,1,0,3,4,0,1,0,1,0,4,1,0,1,1,0,0,0,4,1,1,2,0,0,2,2,1,1,0,0,0,0,2,2,3,0,0,3,0,1,1,2,0,0,0,0,3,4,2,1,0,0
FOODS_2_230,FOODS_2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,0,0,0,2,0,0,4,1,2,2,0,2,2,1
FOODS_3_344,FOODS_3,2,0,2,4,2,2,4,2,9,5,5,0,1,0,4,2,3,4,2,2,6,6,3,4,5,1,1,1,2,4,3,6,6,1,5,2,6,4,6,1,2,2,0,5,1,1,1,3,2,4,3,3,1,0,3,11,0,0,4,3,2,1,1,0,0,0,0,1,4,3,2,0,1,0,1,3,2,4,2,11,0,3,1,11,3,4,4,3,3,1,5,3,4,1,2,2,2,1,2,1
FOODS_3_663,FOODS_3,1,1,2,4,2,2,6,0,1,2,1,0,2,1,2,1,0,2,3,0,0,2,3,1,3,1,5,2,3,0,1,3,1,1,1,0,0,2,1,1,0,0,2,2,1,1,4,2,0,1,2,0,2,1,5,5,0,1,1,1,1,0,0,3,4,0,0,2,1,0,1,2,2,0,1,0,2,3,2,1,4,0,1,0,2,3,3,0,0,0,0,0,2,1,0,1,1,1,4,0
FOODS_1_130,FOODS_1,1,2,0,0,0,3,3,2,2,1,0,0,1,1,3,2,2,2,1,0,1,1,6,1,0,0,1,0,3,4,0,2,1,1,0,3,1,0,1,1,0,3,1,1,3,0,1,1,1,2,1,1,1,0,0,2,2,2,1,0,1,1,0,2,4,1,3,10,1,0,0,0,1,1,0,3,1,2,1,3,2,2,1,0,4,1,1,2,1,3,1,3,4,3,1,2,2,0,5,4
FOODS_1_163,FOODS_1,3,1,1,4,0,0,2,0,0,1,8,5,2,6,0,0,0,0,0,1,1,2,4,3,5,1,9,0,2,1,1,0,2,0,1,1,4,7,7,2,1,3,2,4,1,1,4,2,0,0,0,4,1,5,5,5,1,1,2,1,1,2,0,4,3,2,0,0,0,0,5,2,2,1,0,0,3,1,2,0,0,2,0,2,0,1,1,1,2,0,5,2,1,1,0,1,0,0,0,3
FOODS_3_129,FOODS_3,3,0,0,0,1,0,2,0,0,0,0,0,3,4,0,3,1,0,1,5,1,2,2,2,0,0,1,0,2,4,1,2,0,1,1,2,0,2,0,1,1,7,1,7,0,0,2,1,4,1,2,2,1,0,1,2,4,4,0,0,1,5,1,7,1,1,1,2,2,0,4,5,1,1,1,2,0,1,2,2,0,1,4,2,2,1,3,0,1,4,1,2,2,3,2,1,3,3,2,2
FOODS_2_353,FOODS_2,0,3,4,0,2,1,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,3,0,1,0,2,1,4,1,1,2,2,0,1,0,2,0,0,0,0,0,3,2,1,0,1,4,0,0,0,4,5,1,1,0,3,2,0,7,1,0,0,1,0,3,3,0,1,1,0,7,1,3,2,0,2,1,0,0,1,5,0,2,4,0,0,0,0
FOODS_3_560,FOODS_3,1,2,6,2,4,2,4,2,3,4,4,4,1,1,4,8,4,6,3,3,1,4,2,0,2,3,3,1,0,1,3,2,5,1,0,0,1,0,0,3,1,5,4,5,3,3,4,2,8,0,2,6,7,3,3,1,4,9,5,2,4,6,1,0,6,1,1,3,1,7,4,10,2,5,1,0,1,2,4,3,4,2,4,1,6,2,0,5,6,4,1,3,0,2,2,0,1,4,2,1
FOODS_3_422,FOODS_3,9,1,1,0,1,0,2,4,1,3,2,3,3,3,5,4,0,4,3,3,2,4,6,4,1,3,2,2,2,3,6,1,2,1,6,4,3,1,2,3,1,4,3,3,1,0,1,5,2,8,0,3,3,3,3,2,4,2,0,0,0,4,1,4,2,2,2,0,1,1,9,2,3,1,0,1,2,1,1,4,3,6,4,0,2,5,7,3,2,3,0,0,2,4,3,2,0,5,2,2
FOODS_3_239,FOODS_3,4,1,2,0,1,0,0,2,2,1,0,3,0,1,0,0,0,1,0,0,1,3,1,2,0,1,1,0,2,0,0,0,1,0,3,5,1,0,0,0,0,1,0,1,0,3,2,0,2,2,1,0,0,1,1,2,1,0,1,1,0,1,1,1,0,2,0,1,0,0,5,1,1,0,0,1,0,0,1,1,0,1,2,0,1,0,4,2,0,1,1,1,4,0,1,1,2,0,2,2
FOODS_3_092,FOODS_3,4,2,4,0,0,5,0,2,1,1,0,0,6,0,0,0,0,1,0,4,2,1,3,0,1,1,3,3,0,0,3,2,0,4,1,0,3,5,0,1,2,1,4,1,1,6,1,2,1,2,1,2,3,0,0,3,1,1,2,1,0,0,7,3,2,0,1,1,0,0,4,1,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_022,FOODS_2,0,2,1,1,1,0,1,0,1,0,0,0,0,2,1,2,0,3,3,0,2,1,2,1,0,2,0,2,0,2,1,0,1,1,0,0,4,0,2,0,1,4,0,1,0,1,3,0,2,1,0,0,2,3,0,1,1,2,4,2,1,0,0,1,0,0,0,1,0,0,1,2,0,1,3,0,1,0,1,0,1,1,3,0,0,2,0,1,0,2,2,3,0,1,1,2,2,0,0,2
FOODS_3_571,FOODS_3,2,1,2,0,1,0,0,1,2,0,0,1,0,0,4,6,0,1,2,1,2,2,1,1,1,2,0,1,3,2,2,0,0,2,3,2,2,1,0,0,1,1,4,1,0,2,1,1,0,1,2,2,1,1,0,0,1,1,0,0,3,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,2,0,0,0,0,0,1,2,0
FOODS_3_653,FOODS_3,1,1,2,2,1,1,3,4,1,6,2,2,0,4,4,3,2,2,1,3,0,2,5,1,2,1,0,0,1,4,0,6,1,1,2,4,4,3,1,3,4,1,3,3,0,3,0,2,2,2,3,1,3,0,2,3,3,4,2,0,5,2,4,1,3,2,2,2,1,1,1,4,3,3,2,5,1,3,3,2,3,4,2,2,5,2,4,1,0,0,1,3,2,0,0,3,2,0,1,0
FOODS_2_398,FOODS_2,2,1,0,1,7,3,1,1,14,0,0,0,1,1,3,1,0,3,3,0,3,6,2,2,0,1,1,1,5,3,0,2,3,3,0,1,0,0,9,0,0,0,5,0,4,2,1,2,6,2,2,1,1,2,0,2,4,1,5,2,4,0,0,0,3,0,0,1,5,4,1,0,2,1,0,0,1,0,0,0,0,2,2,1,3,2,0,3,0,1,0,6,3,4,2,1,1,3,3,2
FOODS_3_784,FOODS_3,1,0,7,3,1,7,1,1,0,1,0,1,0,0,0,1,1,1,0,4,2,2,0,0,0,0,7,0,1,2,0,0,1,0,6,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,1,0,2,0,0,0,5,7,0,0,6,0,3,0,2,1,1,3,0,0,1,0,0,2,0,0,0,1,3,2,0,0,1,0,3,0,1,0,0,2,0,1,0,4,0,2,5,3,5,1
FOODS_3_141,FOODS_3,3,0,0,0,0,1,0,0,0,2,1,0,2,0,0,2,0,1,0,2,1,0,1,2,1,0,1,1,1,0,1,2,0,1,0,2,1,1,0,0,0,0,0,1,2,0,1,1,0,0,0,1,0,1,0,2,0,1,1,2,2,0,1,1,0,1,0,1,1,0,2,1,2,1,0,0,0,2,1,1,0,0,2,0,6,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0
FOODS_3_684,FOODS_3,1,1,2,1,2,2,5,4,3,5,1,5,0,1,4,2,2,0,2,1,0,2,2,3,1,1,7,1,0,1,1,1,6,0,3,2,1,4,3,4,0,4,1,4,0,0,0,2,1,2,4,0,3,3,3,3,3,4,4,2,0,0,1,2,3,0,0,1,1,1,3,4,0,1,2,1,0,1,1,4,4,1,3,2,3,0,4,2,0,0,0,2,4,0,1,1,0,3,0,0
FOODS_1_021,FOODS_1,3,2,0,3,1,4,0,1,1,1,0,2,3,0,7,0,0,0,0,0,1,3,0,2,1,0,2,0,1,1,0,0,3,0,1,1,2,0,1,1,2,3,7,3,2,1,1,2,0,2,1,3,1,1,2,4,2,1,1,2,0,1,1,1,2,2,1,0,3,1,1,0,4,0,0,1,0,0,3,0,0,3,0,0,0,2,0,2,0,0,6,1,4,0,3,0,2,0,0,2
FOODS_3_624,FOODS_3,2,2,5,0,0,3,1,4,1,3,1,3,0,1,4,0,0,8,2,4,0,0,2,0,2,0,1,2,1,0,0,0,1,6,0,1,1,0,1,0,1,1,3,0,1,5,0,1,2,3,0,0,4,1,2,1,3,0,2,1,0,1,1,0,1,2,2,0,1,0,0,1,1,1,0,0,1,2,2,0,1,1,3,2,1,1,0,1,0,0,3,0,0,0,1,0,23,0,0,0
FOODS_1_115,FOODS_1,2,0,1,0,2,0,1,1,2,1,1,0,0,1,0,3,5,0,2,0,2,1,1,0,0,4,1,1,0,2,0,9,0,0,0,1,2,2,0,0,0,0,2,0,0,0,1,1,0,1,0,1,2,1,1,0,1,2,1,0,0,1,0,3,1,0,2,0,3,0,1,2,0,1,1,0,1,3,0,0,1,1,2,3,1,2,1,0,4,1,0,1,0,0,1,1,1,0,0,3
FOODS_1_028,FOODS_1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,1,1,2,3,6,2,1,4,5,3,2,0,0,0,1,5,1,0,5,3,1,0,1,0,0,0,0,0,0,0,1,0,1,5
FOODS_2_135,FOODS_2,0,3,7,0,0,0,0,2,0,1,1,1,9,1,2,1,0,0,0,1,1,3,1,1,0,2,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,2,6,1,0,0,0,2,0,5,0,1,0,3,1,1,2,2,0,0,0,0,3,0,5,0,0,0,0,4,4,0,0,0,3,1,0,1,3,0,0,0,2,5,0,0,1,1,5,1,0,0,0,2,6,1,0,1,5
FOODS_3_525,FOODS_3,0,1,0,2,2,3,4,5,0,1,0,1,1,2,0,0,1,1,1,4,1,2,2,0,2,0,3,2,1,1,1,0,1,2,1,2,0,0,0,2,1,0,2,48,19,18,19,12,2,4,2,2,1,1,0,3,0,2,0,0,0,0,0,0,0,1,4,2,0,2,1,2,2,1,1,2,0,0,0,1,1,4,2,1,1,3,3,2,2,0,1,1,0,1,0,0,0,0,0,0
FOODS_3_629,FOODS_3,1,1,3,0,0,3,1,2,2,1,1,2,0,0,2,1,1,1,0,1,1,1,2,0,0,0,0,0,3,0,2,1,1,0,0,2,2,0,0,2,4,1,2,1,0,0,1,2,0,1,1,1,1,1,1,0,2,4,0,0,1,1,2,1,2,2,0,1,0,0,3,1,3,0,1,0,1,1,0,0,1,1,2,0,1,0,2,0,2,1,1,0,0,1,0,0,0,2,2,0
FOODS_2_211,FOODS_2,1,1,1,0,1,1,3,1,1,0,1,2,1,0,0,1,1,0,0,2,3,2,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,1,1,1,0,0,4,1,0,2,1,1,0,2,0,1,0,1,0,2,0,1,4,0,0,2,0,3,1,1,0,1,1,0,1,2,0,1,0,0,0,0,0,1,0,1,2,0,0
FOODS_2_334,FOODS_2,5,3,4,0,1,1,4,3,3,4,2,2,5,0,4,5,7,2,2,6,6,7,6,13,0,0,0,1,4,4,3,7,2,3,1,2,4,3,2,2,0,5,2,3,1,1,5,4,3,2,7,4,4,5,1,3,3,5,9,1,3,1,0,2,6,5,3,4,7,1,4,2,1,1,1,2,2,4,1,4,2,2,1,2,4,6,4,3,3,4,1,4,4,5,2,1,3,2,1,2
FOODS_3_606,FOODS_3,1,0,3,1,3,3,2,3,3,4,0,0,0,1,2,2,0,2,1,1,1,2,2,4,1,1,3,1,1,5,1,2,1,3,1,1,2,3,1,1,1,1,0,1,1,1,0,2,1,0,2,3,3,2,1,0,2,1,2,5,2,0,1,1,5,2,0,1,3,0,0,1,0,0,0,3,1,1,1,2,2,0,0,2,1,1,2,1,1,0,0,3,6,1,1,0,1,1,2,1
FOODS_3_183,FOODS_3,3,0,1,5,0,1,4,1,1,2,6,3,2,1,1,3,2,2,2,2,1,1,3,0,2,0,1,1,1,4,3,0,0,0,0,3,0,2,2,3,0,2,1,0,3,3,2,3,1,1,3,1,1,1,0,6,5,2,1,1,1,3,3,1,1,2,1,4,2,0,2,4,0,2,1,2,0,2,6,5,2,2,2,0,3,1,3,0,1,2,0,3,2,0,3,0,3,3,4,3
FOODS_1_097,FOODS_1,1,1,0,0,6,0,0,1,1,0,2,1,1,1,4,6,2,3,0,5,2,1,3,2,0,2,1,1,0,4,0,6,4,1,2,0,3,2,0,0,1,2,3,0,2,3,2,1,0,0,3,0,1,1,2,1,1,2,5,1,2,0,0,7,1,0,2,0,1,1,3,3,4,2,0,1,1,4,4,1,1,0,4,2,0,5,6,1,1,0,8,0,0,3,1,3,1,2,2,1
FOODS_2_316,FOODS_2,1,0,0,0,2,1,0,1,3,4,1,5,6,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,3,3,2,3,2,7,6,5,4,4,5,3,5,7,4,3,5,4,4,4,0,5,4,4,4,1,1
FOODS_2_375,FOODS_2,2,2,1,1,1,0,0,3,3,2,0,0,0,0,0,1,0,1,0,1,3,1,2,5,0,1,1,0,0,1,0,1,2,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,1,2,0,0,2,0,3,0,1,1,4,2,0,0,0,0,1,0,1,0,2,0,2,1,1,0,0,0,2,3,2,1,0,0,0,0,1,4,0,1,2,0,2,0,1,1,2,2,2,0,0,4
FOODS_1_080,FOODS_1,2,5,1,0,2,1,2,2,4,0,1,3,3,0,1,3,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,1,2,3,0,0,4,0,1,2,1,0,0,1,4,0,2,2,0,2,5,0,0,1,2,1,0,1,0,0,1,3,0,0,4,0,0,2,1,0,0,0,0,3,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_157,FOODS_2,2,0,0,1,0,0,2,2,1,1,0,1,1,0,1,1,2,2,1,0,2,1,0,2,0,1,0,0,0,1,1,0,2,0,1,0,2,2,0,1,1,2,3,0,1,2,0,1,1,1,1,3,0,1,2,1,3,2,1,1,2,1,0,0,2,3,1,4,2,1,1,5,1,1,1,0,0,2,0,0,0,0,1,0,0,1,2,0,1,0,0,1,1,0,1,1,0,0,3,2
FOODS_1_051,FOODS_1,4,4,1,0,5,0,3,4,4,1,0,2,2,1,2,1,0,4,1,1,4,0,2,3,3,3,6,0,7,1,6,0,0,2,1,2,3,0,2,1,1,1,1,2,0,0,6,3,6,1,0,0,5,1,0,1,2,2,2,4,3,0,0,0,0,0,6,2,5,4,1,3,5,2,4,2,0,2,1,2,2,0,2,2,2,5,1,3,0,0,1,1,0,0,3,1,2,4,2,0
FOODS_1_145,FOODS_1,1,0,0,0,3,1,6,2,2,3,0,8,2,0,2,2,1,5,4,4,0,1,0,1,1,2,0,4,5,4,1,2,2,1,0,4,2,0,0,1,3,2,2,3,1,3,1,0,0,0,10,3,0,1,6,2,1,2,8,1,2,0,2,2,4,2,2,1,3,0,7,1,0,0,3,2,0,2,0,0,2,3,4,3,1,2,1,3,5,0,3,1,0,4,0,5,0,6,4,2
FOODS_1_185,FOODS_1,2,0,0,0,0,0,0,2,1,1,1,0,1,2,2,0,0,0,1,0,1,1,0,1,4,2,2,0,0,0,0,2,0,5,2,1,0,0,1,0,0,2,5,2,1,1,2,0,1,1,0,0,0,0,0,2,0,0,1,2,0,1,2,1,1,0,2,0,0,1,2,3,0,6,0,0,0,0,0,0,0,0,0,1,2,2,7,2,2,1,0,1,2,3,4,0,1,1,1,3
FOODS_1_195,FOODS_1,0,0,0,0,0,2,0,0,3,1,0,3,1,0,2,1,1,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,4,0,2,0,0,1,0,3,0,2,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,2,0,0,0,0,2,0,0,1,1,1,1,0,1,0,0,0,1,8
