item_id,dept_id,Popularity,Volatility,Sparsity,product_name
FOODS_2_220,FOODS_2,2615,1.45,45.0,Stonyfield Honey Ham Slices
FOODS_3_589,FOODS_3,2614,1.49,81.0,Annie's Organic Bananas (Bunch)
FOODS_1_182,FOODS_1,2613,1.16,31.0,General Mills Large Grade A Eggs (12ct)
FOODS_3_200,FOODS_3,2611,1.43,47.0,Chobani Honey Nut Cereal
FOODS_3_155,FOODS_3,2600,1.59,55.0,Silk Organic Bananas (Bunch)
FOODS_2_229,FOODS_2,2583,1.56,90.0,Kraft Turkey Bacon
FOODS_3_331,FOODS_3,2570,0.93,21.0,Silk Roma Tomatoes
FOODS_2_352,FOODS_2,2560,0.48,1.0,Great Value Ice Cream (Vanilla Bean)
FOODS_3_657,FOODS_3,2554,1.28,38.0,Marketside Whole Wheat Bread
FOODS_2_106,FOODS_2,2551,0.89,36.0,Horizon Corned Beef
FOODS_3_174,FOODS_3,2547,0.86,21.0,Nature Valley Black Beans (15oz)
FOODS_2_143,FOODS_2,2545,0.85,35.0,Quaker Salami Trio
FOODS_2_167,FOODS_2,2539,1.08,21.0,Dole Frozen Waffles
FOODS_1_204,FOODS_1,2538,1.22,28.0,Stonyfield Chocolate Milk
FOODS_3_464,FOODS_3,2538,1.05,37.0,Great Value English Muffins
FOODS_3_048,FOODS_3,2529,1.61,50.0,Great Value Granola Bars (Oats)
FOODS_3_726,FOODS_3,2528,0.84,32.0,General Mills Sparkling Water (Lime)
FOODS_3_381,FOODS_3,2521,0.53,40.0,Annie's Russet Potatoes (5lb)
FOODS_3_128,FOODS_3,2520,1.01,70.0,Great Value Classic Cola 2L
FOODS_2_153,FOODS_2,2519,0.97,25.0,Tyson Beef Patties (1/4 lb)
FOODS_3_666,FOODS_3,2518,1.05,61.0,Horizon Marinara Pasta Sauce
FOODS_1_035,FOODS_1,2515,1.05,36.0,Nestle Cheddar Cheese Block
FOODS_2_109,FOODS_2,2509,0.99,33.0,Annie's Turkey Bacon
FOODS_3_761,FOODS_3,2503,0.92,43.0,Tyson Granola Bars (Oats)
FOODS_3_269,FOODS_3,2501,0.72,32.0,Annie's Roma Tomatoes
FOODS_2_062,FOODS_2,2497,1.07,40.0,Nature Valley Frozen Pepperoni Pizza
FOODS_2_174,FOODS_2,2495,1.49,58.0,Nature Valley Raw Shrimp (Peeled)
FOODS_2_346,FOODS_2,2487,0.45,1.0,Horizon Corned Beef
FOODS_1_065,FOODS_1,2474,1.18,38.0,Marketside Cheddar Cheese Block
FOODS_3_015,FOODS_3,2459,0.95,45.0,Quaker Marinara Pasta Sauce
FOODS_2_092,FOODS_2,2456,1.2,47.0,Stonyfield Frozen Pepperoni Pizza
FOODS_3_659,FOODS_3,2444,1.1,58.0,Nestle Strawberry Jam
FOODS_2_078,FOODS_2,2439,0.59,11.0,Nature Valley Tilapia Fillets
FOODS_2_083,FOODS_2,2427,1.11,47.0,Nestle Salami Trio
FOODS_3_410,FOODS_3,2422,1.12,51.0,Horizon Peanut Butter (Creamy)
FOODS_3_046,FOODS_3,2420,1.65,35.0,Nature Valley Marinara Pasta Sauce
FOODS_3_803,FOODS_3,2418,0.94,21.0,Nestle Pretzels
FOODS_1_214,FOODS_1,2415,1.3,37.0,General Mills Unsalted Sweet Cream Butter
FOODS_3_051,FOODS_3,2413,0.8,39.0,Nestle Iceberg Lettuce
FOODS_2_262,FOODS_2,2413,1.02,29.0,General Mills Ice Cream (Vanilla Bean)
FOODS_2_099,FOODS_2,2412,1.25,43.0,Nestle Frozen Chicken Nuggets
FOODS_2_266,FOODS_2,2410,0.74,26.0,Horizon Pork Loin Chops
FOODS_3_461,FOODS_3,2407,1.48,57.0,Annie's Bagged Salad Mix
FOODS_3_523,FOODS_3,2401,0.81,10.0,Silk Bagged Salad Mix
FOODS_3_002,FOODS_3,2395,1.46,59.0,Organic Valley Sliced White Bread
FOODS_3_333,FOODS_3,2395,0.81,18.0,Annie's Roasted Peanuts
FOODS_3_025,FOODS_3,2393,0.86,37.0,Tyson Green Seedless Grapes
FOODS_3_175,FOODS_3,2389,2.17,57.0,Quaker Iceberg Lettuce
FOODS_2_038,FOODS_2,2387,1.2,31.0,General Mills Atlantic Salmon Fillet
FOODS_2_176,FOODS_2,2386,0.91,44.0,Great Value Pork Loin Chops
FOODS_3_538,FOODS_3,2386,1.23,87.0,Horizon Yellow Onions
FOODS_3_488,FOODS_3,2378,1.11,38.0,Chobani Roasted Peanuts
FOODS_2_142,FOODS_2,2374,1.01,36.0,Nature Valley Ice Cream (Vanilla Bean)
FOODS_1_041,FOODS_1,2368,0.92,29.0,Tyson Oat Milk (Barista Blend)
FOODS_3_146,FOODS_3,2366,0.71,5.0,Organic Valley Chocolate Chip Cookies
FOODS_3_316,FOODS_3,2364,0.83,38.0,Stonyfield Whole Wheat Bread
FOODS_2_005,FOODS_2,2363,0.76,58.0,Kraft Frozen Broccoli Florets
FOODS_2_034,FOODS_2,2363,0.98,22.0,Organic Valley Smoked Turkey Deli Slices
FOODS_2_344,FOODS_2,2356,0.9,24.0,Chobani Breakfast Burritos
FOODS_1_116,FOODS_1,2354,1.44,36.0,Kelloggs Cage Free Brown Eggs
FOODS_2_107,FOODS_2,2343,1.27,42.0,Silk Frozen Waffles
FOODS_1_015,FOODS_1,2330,1.35,38.0,Quaker Liquid Egg Whites
FOODS_1_001,FOODS_1,2329,1.68,54.0,Marketside 2% Reduced Fat Milk
FOODS_3_190,FOODS_3,2323,0.91,20.0,Nature Valley Classic Cola 2L
FOODS_3_731,FOODS_3,2310,0.68,6.0,Silk Canned Sweet Corn
FOODS_3_160,FOODS_3,2310,1.44,68.0,Great Value Baby Carrots Bag
FOODS_3_357,FOODS_3,2301,1.21,49.0,Kraft Spaghetti Noodles
FOODS_2_035,FOODS_2,2291,0.47,4.0,Nestle Frozen Broccoli Florets
FOODS_3_373,FOODS_3,2286,1.06,47.0,Kraft Red Gala Apples
FOODS_3_470,FOODS_3,2282,1.13,42.0,General Mills Baby Carrots Bag
FOODS_3_520,FOODS_3,2281,0.67,27.0,Chobani Instant Coffee
FOODS_1_178,FOODS_1,2281,1.27,40.0,Organic Valley Parmesan Shaker
FOODS_3_293,FOODS_3,2276,3.89,81.0,Kraft Honey Nut Cereal
FOODS_3_605,FOODS_3,2270,0.86,46.0,Annie's Spaghetti Noodles
FOODS_1_090,FOODS_1,2270,1.06,32.0,Horizon Whole Milk (1 gal)
FOODS_3_074,FOODS_3,2265,0.82,9.0,Horizon Tortilla Chips
FOODS_3_537,FOODS_3,2265,0.74,24.0,Tyson White Rice (2lb)
FOODS_2_201,FOODS_2,2264,0.58,7.0,Tyson Frozen Spinich
FOODS_3_153,FOODS_3,2261,0.85,39.0,Tyson Fruit Snacks
FOODS_2_072,FOODS_2,2260,1.13,46.0,Chobani Frozen French Fries
FOODS_2_230,FOODS_2,2257,1.3,81.0,General Mills Hot Dogs (8ct)
FOODS_3_344,FOODS_3,2254,0.92,14.0,Chobani Potato Chips (Classic)
FOODS_3_663,FOODS_3,2250,1.06,29.0,Dole Tortilla Chips
FOODS_1_130,FOODS_1,2235,0.69,24.0,Organic Valley Cream Cheese Spread
FOODS_1_163,FOODS_1,2233,1.11,31.0,Nestle Orange Juice (No Pulp)
FOODS_3_129,FOODS_3,2228,0.61,26.0,Marketside Baby Carrots Bag
FOODS_2_353,FOODS_2,2224,1.35,50.0,Marketside Salami Trio
FOODS_3_560,FOODS_3,2223,0.75,12.0,Great Value Sliced White Bread
FOODS_3_422,FOODS_3,2221,0.77,14.0,General Mills Black Beans (15oz)
FOODS_3_239,FOODS_3,2218,1.07,41.0,Quaker Chocolate Chip Cookies
FOODS_3_092,FOODS_3,2212,3.2,48.0,Stonyfield English Muffins
FOODS_2_022,FOODS_2,2203,1.0,41.0,General Mills Ice Cream (Vanilla Bean)
FOODS_3_571,FOODS_3,2202,1.9,47.0,Silk Sparkling Water (Lime)
FOODS_3_653,FOODS_3,2199,0.74,15.0,Annie's Sliced White Bread
FOODS_2_398,FOODS_2,2194,0.98,31.0,Nature Valley Atlantic Salmon Fillet
FOODS_3_784,FOODS_3,2193,1.23,51.0,Great Value Russet Potatoes (5lb)
FOODS_3_141,FOODS_3,2190,1.78,50.0,Annie's Granola Bars (Oats)
FOODS_3_684,FOODS_3,2184,1.02,24.0,Stonyfield Sliced White Bread
FOODS_1_021,FOODS_1,2181,1.41,36.0,Kraft Pepper Jack Cubes
FOODS_3_624,FOODS_3,2180,2.74,38.0,Great Value Classic Cola 2L
FOODS_1_115,FOODS_1,2173,1.07,41.0,Nestle Soy Milk (Vanilla)
FOODS_1_028,FOODS_1,2171,1.32,73.0,Stonyfield Parmesan Shaker
FOODS_2_135,FOODS_2,2166,1.36,49.0,Dole Meatball Sub Kit
FOODS_3_525,FOODS_3,2154,1.07,34.0,Annie's Fruit Snacks
FOODS_3_629,FOODS_3,2146,1.11,37.0,Kraft Russet Potatoes (5lb)
FOODS_2_211,FOODS_2,2141,1.31,49.0,Nestle Ground Beef (93% Lean)
FOODS_2_334,FOODS_2,2134,0.55,7.0,Nature Valley Smoked Turkey Deli Slices
FOODS_3_606,FOODS_3,2130,1.06,21.0,Nature Valley Granola Bars (Oats)
FOODS_3_183,FOODS_3,2127,0.8,20.0,Dole Pretzels
FOODS_1_097,FOODS_1,2127,0.98,26.0,Marketside Sour Cream (16oz)
FOODS_2_316,FOODS_2,2106,0.45,58.0,Stonyfield Corned Beef
FOODS_2_375,FOODS_2,2104,1.11,46.0,Dole Meatball Sub Kit
FOODS_1_080,FOODS_1,2098,2.68,56.0,Great Value Vanilla Bean Yogurt
FOODS_2_157,FOODS_2,2097,1.21,35.0,Annie's Frozen Mixed Berries
FOODS_1_051,FOODS_1,2096,0.85,26.0,Nestle Pepper Jack Cubes
FOODS_1_145,FOODS_1,2096,0.91,26.0,Marketside Soy Milk (Vanilla)
FOODS_1_185,FOODS_1,2091,1.32,45.0,Tyson Cheddar Cheese Block
FOODS_1_195,FOODS_1,2089,1.79,55.0,Nestle Liquid Egg Whites
FOODS_3_035,FOODS_3,2085,1.79,60.0,Nestle Classic Cola 2L
FOODS_3_781,FOODS_3,2084,2.94,88.0,Annie's Whole Wheat Bread
FOODS_2_020,FOODS_2,2082,0.9,43.0,Kelloggs Hot Dogs (8ct)
FOODS_2_137,FOODS_2,2079,1.08,40.0,Tyson Frozen Waffles
FOODS_2_085,FOODS_2,2079,1.25,34.0,Kraft Frozen Lasagna
FOODS_3_414,FOODS_3,2065,1.1,38.0,Nature Valley Yellow Onions
FOODS_3_152,FOODS_3,2064,0.64,40.0,Chobani Pretzels
FOODS_3_078,FOODS_3,2058,1.87,71.0,Nature Valley Spaghetti Noodles
FOODS_3_001,FOODS_3,2052,0.87,32.0,Marketside Red Gala Apples
FOODS_3_698,FOODS_3,2048,0.82,36.0,Horizon Spaghetti Noodles
FOODS_3_405,FOODS_3,2045,0.94,32.0,Kraft Sliced White Bread
FOODS_2_302,FOODS_2,2041,0.91,23.0,Nature Valley Frozen Pepperoni Pizza
FOODS_3_599,FOODS_3,2039,0.66,11.0,Dole White Rice (2lb)
FOODS_2_219,FOODS_2,2034,0.85,32.0,Silk Frozen Chicken Nuggets
FOODS_3_222,FOODS_3,2032,0.94,30.0,Nature Valley Baby Carrots Bag
FOODS_3_057,FOODS_3,2027,1.58,60.0,Tyson Avocados (Hass)
FOODS_3_197,FOODS_3,2019,1.76,48.0,Kraft Yellow Onions
FOODS_3_130,FOODS_3,2016,1.19,46.0,Organic Valley Whole Wheat Bread
FOODS_2_070,FOODS_2,2014,5.29,76.0,General Mills Honey Ham Slices
FOODS_3_325,FOODS_3,2013,1.08,39.0,Kraft Marinara Pasta Sauce
FOODS_3_603,FOODS_3,2013,0.92,15.0,Silk Honey Nut Cereal
FOODS_2_149,FOODS_2,2008,1.45,32.0,Kraft Veggie Burgers
FOODS_1_152,FOODS_1,2005,1.48,49.0,Chobani Large Grade A Eggs (12ct)
FOODS_1_003,FOODS_1,2005,1.28,49.0,Nestle Greek Strawberry Yogurt
FOODS_3_286,FOODS_3,2002,0.87,37.0,Nature Valley Peanut Butter (Creamy)
FOODS_1_207,FOODS_1,2002,1.01,32.0,Quaker Ricotta Cheese
FOODS_3_384,FOODS_3,1999,1.76,54.0,Great Value Tortilla Chips
FOODS_3_352,FOODS_3,1997,0.98,45.0,Great Value Yellow Onions
FOODS_2_126,FOODS_2,1994,1.42,30.0,Nature Valley Pork Sausage Links
FOODS_3_748,FOODS_3,1993,0.6,27.0,Stonyfield Classic Cola 2L
FOODS_1_066,FOODS_1,1986,1.87,59.0,Organic Valley String Cheese Snacks
FOODS_3_825,FOODS_3,1983,0.72,16.0,Tyson Black Beans (15oz)
FOODS_3_707,FOODS_3,1978,1.39,87.0,Nestle Green Seedless Grapes
FOODS_3_287,FOODS_3,1978,1.2,45.0,Quaker Strawberry Jam
FOODS_3_094,FOODS_3,1972,0.81,22.0,Nature Valley Red Gala Apples
FOODS_1_117,FOODS_1,1971,1.3,44.0,Kraft Ricotta Cheese
FOODS_1_063,FOODS_1,1971,0.95,55.0,Quaker Greek Strawberry Yogurt
FOODS_2_216,FOODS_2,1966,0.93,29.0,Chobani Pork Sausage Links
FOODS_2_141,FOODS_2,1963,1.08,27.0,Annie's Frozen Spinich
FOODS_1_174,FOODS_1,1961,1.29,54.0,Nature Valley Chocolate Milk
FOODS_3_557,FOODS_3,1961,0.96,48.0,Annie's English Muffins
FOODS_1_138,FOODS_1,1960,1.25,32.0,Horizon Shredded Mozzarella
FOODS_3_494,FOODS_3,1959,1.87,57.0,Nature Valley Fruit Snacks
FOODS_3_253,FOODS_3,1958,0.65,12.0,Annie's Baby Carrots Bag
FOODS_1_072,FOODS_1,1958,1.18,33.0,Chobani Cottage Cheese (Low Fat)
FOODS_2_100,FOODS_2,1955,1.19,54.0,Kelloggs Honey Ham Slices
FOODS_3_123,FOODS_3,1948,1.44,66.0,Silk English Muffins
FOODS_1_076,FOODS_1,1945,0.69,29.0,Stonyfield Half & Half Creamer
FOODS_2_339,FOODS_2,1941,1.08,41.0,Nestle Frozen Chicken Nuggets
FOODS_3_671,FOODS_3,1936,1.11,44.0,Quaker Iceberg Lettuce
FOODS_1_128,FOODS_1,1928,1.73,55.0,Great Value Heavy Whipping Cream
FOODS_2_297,FOODS_2,1926,1.21,58.0,Tyson Breaded Fish Sticks
FOODS_3_392,FOODS_3,1923,1.05,35.0,Chobani Iceberg Lettuce
FOODS_3_243,FOODS_3,1916,1.15,42.0,Nestle Avocados (Hass)
FOODS_3_062,FOODS_3,1915,1.39,33.0,Nature Valley Organic Bananas (Bunch)
FOODS_3_058,FOODS_3,1911,0.96,17.0,Horizon Bagged Salad Mix
FOODS_1_049,FOODS_1,1906,1.68,64.0,Marketside Swiss Cheese Slices
FOODS_1_091,FOODS_1,1905,1.33,82.0,Silk 2% Reduced Fat Milk
FOODS_3_103,FOODS_3,1900,0.91,36.0,Dole White Rice (2lb)
FOODS_3_159,FOODS_3,1899,1.37,60.0,Quaker Classic Cola 2L
FOODS_3_395,FOODS_3,1896,1.37,61.0,Silk Roasted Peanuts
FOODS_3_539,FOODS_3,1893,1.45,54.0,Silk Tortilla Chips
FOODS_1_202,FOODS_1,1890,1.61,49.0,Horizon Salted Butter Sticks
FOODS_3_542,FOODS_3,1889,1.61,64.0,Nature Valley Marinara Pasta Sauce
FOODS_3_303,FOODS_3,1887,1.04,50.0,Quaker Instant Coffee
FOODS_3_213,FOODS_3,1883,1.18,34.0,Kraft Bagged Salad Mix
FOODS_3_294,FOODS_3,1876,0.71,38.0,General Mills Marinara Pasta Sauce
FOODS_1_213,FOODS_1,1876,1.99,67.0,Kraft Greek Strawberry Yogurt
FOODS_3_817,FOODS_3,1875,1.48,46.0,Marketside Yellow Onions
FOODS_2_145,FOODS_2,1869,0.76,3.0,Marketside Frozen Lasagna
FOODS_2_162,FOODS_2,1866,0.7,22.0,Organic Valley Frozen French Fries
FOODS_1_016,FOODS_1,1865,1.3,52.0,Great Value Half & Half Creamer
FOODS_2_263,FOODS_2,1854,1.39,32.0,Dole Salami Trio
FOODS_1_048,FOODS_1,1852,1.11,47.0,Great Value Shredded Mozzarella
FOODS_3_715,FOODS_3,1852,0.8,35.0,Silk Sliced White Bread
FOODS_3_354,FOODS_3,1844,0.81,21.0,Organic Valley Sparkling Water (Lime)
FOODS_3_593,FOODS_3,1830,1.11,34.0,Marketside Classic Cola 2L
FOODS_2_221,FOODS_2,1828,1.08,28.0,Annie's Beef Chuck Roast
FOODS_3_643,FOODS_3,1824,1.34,46.0,Nestle Roasted Peanuts
FOODS_3_545,FOODS_3,1824,1.33,27.0,Marketside Canned Sweet Corn
FOODS_2_218,FOODS_2,1819,0.78,23.0,Horizon Atlantic Salmon Fillet
FOODS_2_121,FOODS_2,1817,1.56,35.0,Tyson Ground Beef (93% Lean)
FOODS_3_579,FOODS_3,1814,1.1,37.0,Nestle Roma Tomatoes
FOODS_3_791,FOODS_3,1808,1.19,43.0,Dole Spaghetti Noodles
FOODS_1_009,FOODS_1,1806,0.94,74.0,Tyson Almond Milk (Unsweetened)
FOODS_2_125,FOODS_2,1803,0.94,44.0,Annie's Frozen Broccoli Florets
FOODS_3_361,FOODS_3,1802,0.66,13.0,Tyson Iceberg Lettuce
FOODS_3_314,FOODS_3,1799,1.2,57.0,Horizon Classic Cola 2L
FOODS_3_749,FOODS_3,1798,1.19,48.0,Annie's Baby Carrots Bag
FOODS_2_002,FOODS_2,1796,1.35,43.0,Organic Valley Frozen Pepperoni Pizza
FOODS_2_238,FOODS_2,1791,1.22,35.0,Nature Valley Frozen Peaches
FOODS_3_005,FOODS_3,1783,3.14,78.0,Kraft Baby Carrots Bag
FOODS_2_041,FOODS_2,1782,1.2,43.0,Tyson Beef Chuck Roast
FOODS_1_146,FOODS_1,1780,1.07,51.0,Organic Valley Cage Free Brown Eggs
FOODS_3_266,FOODS_3,1779,2.07,65.0,Horizon Canned Sweet Corn
FOODS_2_237,FOODS_2,1769,1.44,50.0,Annie's Breaded Fish Sticks
FOODS_2_223,FOODS_2,1769,1.56,83.0,Quaker Mixed Vegetable Medley
FOODS_2_330,FOODS_2,1757,1.27,56.0,Horizon Chicken Breast (Boneless)
FOODS_2_251,FOODS_2,1756,1.03,43.0,Silk Beef Chuck Roast
FOODS_2_010,FOODS_2,1754,1.21,44.0,Horizon Honey Ham Slices
FOODS_3_774,FOODS_3,1753,1.29,45.0,General Mills English Muffins
FOODS_1_132,FOODS_1,1749,1.12,50.0,Kelloggs Cottage Cheese (Low Fat)
FOODS_3_564,FOODS_3,1745,1.38,57.0,Kelloggs Whole Wheat Bread
FOODS_3_482,FOODS_3,1743,0.43,2.0,Organic Valley Granola Bars (Oats)
FOODS_3_050,FOODS_3,1741,2.66,80.0,Organic Valley Black Beans (15oz)
FOODS_3_625,FOODS_3,1737,1.17,37.0,Marketside Baby Carrots Bag
FOODS_3_465,FOODS_3,1736,1.44,62.0,Marketside Organic Bananas (Bunch)
FOODS_3_588,FOODS_3,1731,0.78,17.0,Stonyfield English Muffins
FOODS_2_397,FOODS_2,1724,1.7,53.0,Annie's Frozen Mixed Berries
FOODS_2_108,FOODS_2,1719,1.85,48.0,Stonyfield Tilapia Fillets
FOODS_2_288,FOODS_2,1713,1.32,35.0,Great Value Tilapia Fillets
FOODS_2_367,FOODS_2,1705,0.88,32.0,Quaker Frozen Mixed Berries
FOODS_2_151,FOODS_2,1704,1.15,53.0,Dole Ground Beef (93% Lean)
FOODS_2_383,FOODS_2,1701,0.87,23.0,Quaker Salami Trio
FOODS_3_627,FOODS_3,1701,1.21,71.0,Nestle Peanut Butter (Creamy)
FOODS_2_275,FOODS_2,1691,2.4,64.0,Nestle Frozen Broccoli Florets
FOODS_2_217,FOODS_2,1690,1.81,55.0,Tyson Frozen Mixed Berries
FOODS_3_374,FOODS_3,1687,1.48,88.0,General Mills Sliced White Bread
FOODS_3_298,FOODS_3,1664,1.09,34.0,Horizon Black Beans (15oz)
FOODS_3_483,FOODS_3,1661,0.95,69.0,Nestle Canned Sweet Corn
FOODS_3_558,FOODS_3,1659,1.11,68.0,Nature Valley Organic Bananas (Bunch)
FOODS_1_025,FOODS_1,1656,1.21,58.0,Tyson Soy Milk (Vanilla)
FOODS_2_044,FOODS_2,1653,2.1,54.0,Stonyfield Breakfast Burritos
FOODS_3_189,FOODS_3,1644,1.99,60.0,Annie's Potato Chips (Classic)
FOODS_1_011,FOODS_1,1642,1.06,35.0,Silk Oat Milk (Barista Blend)
FOODS_1_026,FOODS_1,1626,0.88,66.0,Horizon Cage Free Brown Eggs
FOODS_3_770,FOODS_3,1620,0.83,31.0,Organic Valley Avocados (Hass)
FOODS_3_134,FOODS_3,1615,0.6,2.0,General Mills White Rice (2lb)
FOODS_3_391,FOODS_3,1615,1.25,32.0,Dole Black Beans (15oz)
FOODS_1_071,FOODS_1,1610,1.21,33.0,Dole Oat Milk (Barista Blend)
FOODS_3_043,FOODS_3,1608,1.0,55.0,Silk Tortilla Chips
FOODS_1_140,FOODS_1,1605,0.96,69.0,Stonyfield Vanilla Bean Yogurt
FOODS_2_064,FOODS_2,1595,2.82,68.0,Great Value Smoked Turkey Deli Slices
FOODS_3_687,FOODS_3,1594,1.38,69.0,Quaker Baby Carrots Bag
FOODS_3_452,FOODS_3,1591,1.56,54.0,Kelloggs Canned Sweet Corn
FOODS_3_729,FOODS_3,1587,1.39,57.0,Tyson Spaghetti Noodles
FOODS_2_258,FOODS_2,1580,1.94,54.0,Organic Valley Tilapia Fillets
FOODS_1_198,FOODS_1,1579,1.35,37.0,General Mills Shredded Mozzarella
FOODS_3_824,FOODS_3,1577,2.0,76.0,Chobani Canned Sweet Corn
FOODS_3_013,FOODS_3,1572,0.76,58.0,Annie's Sparkling Water (Lime)
FOODS_3_478,FOODS_3,1571,1.59,45.0,Nature Valley Sparkling Water (Lime)
FOODS_1_177,FOODS_1,1563,0.86,35.0,Marketside Ricotta Cheese
FOODS_3_010,FOODS_3,1561,0.86,26.0,Horizon White Rice (2lb)
FOODS_2_118,FOODS_2,1556,1.46,53.0,General Mills Frozen Peaches
FOODS_2_296,FOODS_2,1554,1.08,48.0,Chobani Pork Loin Chops
FOODS_3_168,FOODS_3,1546,1.66,44.0,Chobani Sparkling Water (Lime)
FOODS_3_612,FOODS_3,1546,1.08,36.0,Kelloggs Roasted Peanuts
FOODS_1_155,FOODS_1,1541,1.16,38.0,Silk Cheddar Cheese Block
FOODS_2_198,FOODS_2,1538,1.81,48.0,General Mills Tilapia Fillets
FOODS_1_020,FOODS_1,1537,1.25,49.0,Kelloggs Vanilla Bean Yogurt
FOODS_3_436,FOODS_3,1534,0.73,28.0,Kelloggs Sliced White Bread
FOODS_2_231,FOODS_2,1523,0.0,100.0,Dole Frozen Spinich
FOODS_1_149,FOODS_1,1510,1.32,40.0,Kraft Whipped Topping
FOODS_1_156,FOODS_1,1509,0.89,26.0,Stonyfield String Cheese Snacks
FOODS_1_105,FOODS_1,1508,0.84,57.0,Tyson Liquid Egg Whites
FOODS_2_286,FOODS_2,1507,1.11,31.0,Nature Valley Corned Beef
FOODS_1_167,FOODS_1,1506,1.44,52.0,Dole Margarine Tub
FOODS_3_486,FOODS_3,1506,2.43,59.0,General Mills Roma Tomatoes
FOODS_2_279,FOODS_2,1504,1.01,44.0,Dole Frozen Chicken Nuggets
FOODS_1_147,FOODS_1,1498,1.65,40.0,Nestle Ricotta Cheese
FOODS_3_440,FOODS_3,1497,1.19,29.0,Chobani Whole Wheat Bread
FOODS_3_716,FOODS_3,1494,0.94,37.0,Stonyfield Potato Chips (Classic)
FOODS_3_490,FOODS_3,1493,1.24,50.0,Horizon Green Seedless Grapes
FOODS_1_102,FOODS_1,1480,1.03,50.0,General Mills Cottage Cheese (Low Fat)
FOODS_3_149,FOODS_3,1480,1.13,36.0,Kraft Green Seedless Grapes
FOODS_3_582,FOODS_3,1480,0.84,34.0,General Mills Instant Coffee
FOODS_2_088,FOODS_2,1479,0.97,37.0,Chobani Frozen Peaches
FOODS_3_084,FOODS_3,1476,1.39,44.0,Kelloggs Chocolate Chip Cookies
FOODS_3_686,FOODS_3,1475,1.42,53.0,Nature Valley Classic Cola 2L
FOODS_3_544,FOODS_3,1472,0.9,27.0,Great Value Granola Bars (Oats)
FOODS_1_203,FOODS_1,1468,1.61,66.0,Silk Blueberry Yogurt 4pk
FOODS_3_206,FOODS_3,1468,0.8,62.0,Nature Valley Iceberg Lettuce
FOODS_3_196,FOODS_3,1463,1.39,51.0,Kelloggs White Rice (2lb)
FOODS_3_145,FOODS_3,1462,1.88,59.0,Marketside Roma Tomatoes
FOODS_3_426,FOODS_3,1462,0.98,29.0,Horizon Roasted Peanuts
FOODS_3_669,FOODS_3,1460,1.03,24.0,Annie's Canned Sweet Corn
FOODS_3_528,FOODS_3,1459,1.48,54.0,Great Value Red Gala Apples
FOODS_2_103,FOODS_2,1458,1.74,61.0,Dole Mixed Vegetable Medley
FOODS_3_660,FOODS_3,1456,1.03,49.0,Kelloggs Russet Potatoes (5lb)
FOODS_3_622,FOODS_3,1453,1.24,57.0,Nature Valley Sliced White Bread
FOODS_3_608,FOODS_3,1447,1.18,54.0,Great Value Black Beans (15oz)
FOODS_3_680,FOODS_3,1441,1.0,49.0,Chobani Fruit Snacks
FOODS_2_319,FOODS_2,1440,1.29,69.0,Quaker Turkey Bacon
FOODS_2_272,FOODS_2,1439,1.02,48.0,Great Value Frozen Pepperoni Pizza
FOODS_1_052,FOODS_1,1437,1.47,56.0,Kelloggs Salted Butter Sticks
FOODS_3_045,FOODS_3,1433,1.5,62.0,Annie's Honey Nut Cereal
FOODS_3_170,FOODS_3,1427,1.09,41.0,Horizon Marinara Pasta Sauce
FOODS_1_133,FOODS_1,1425,1.08,48.0,Kraft Orange Juice (No Pulp)
FOODS_2_190,FOODS_2,1424,1.52,60.0,Nature Valley Honey Ham Slices
FOODS_3_075,FOODS_3,1423,1.09,26.0,Silk Sparkling Water (Lime)
FOODS_3_531,FOODS_3,1422,1.24,47.0,Nestle Classic Cola 2L
FOODS_3_776,FOODS_3,1417,1.2,35.0,Chobani Red Gala Apples
FOODS_2_027,FOODS_2,1414,2.04,71.0,Silk Breaded Fish Sticks
FOODS_2_043,FOODS_2,1414,1.81,61.0,Silk Mixed Vegetable Medley
FOODS_1_109,FOODS_1,1412,1.14,32.0,Annie's Swiss Cheese Slices
FOODS_1_135,FOODS_1,1411,1.25,36.0,Dole Liquid Egg Whites
FOODS_1_062,FOODS_1,1400,0.96,53.0,Nature Valley Large Grade A Eggs (12ct)
FOODS_3_027,FOODS_3,1399,2.65,66.0,Silk Bagged Salad Mix
FOODS_2_124,FOODS_2,1399,1.74,73.0,Stonyfield Smoked Turkey Deli Slices
FOODS_2_210,FOODS_2,1397,0.86,32.0,Organic Valley Chicken Breast (Boneless)
FOODS_1_176,FOODS_1,1395,2.21,70.0,Great Value Cage Free Brown Eggs
FOODS_1_017,FOODS_1,1393,1.14,33.0,Marketside Margarine Tub
FOODS_2_050,FOODS_2,1392,1.59,54.0,Organic Valley Hot Dogs (8ct)
FOODS_3_068,FOODS_3,1389,1.24,62.0,Kelloggs Whole Wheat Bread
FOODS_2_177,FOODS_2,1386,1.7,55.0,Marketside Breaded Fish Sticks
FOODS_3_553,FOODS_3,1385,1.55,39.0,Tyson Avocados (Hass)
FOODS_2_284,FOODS_2,1379,1.12,53.0,Stonyfield Breakfast Burritos
FOODS_3_095,FOODS_3,1379,1.29,51.0,Quaker Sliced White Bread
FOODS_2_301,FOODS_2,1377,0.97,44.0,Annie's Ground Beef (93% Lean)
FOODS_3_620,FOODS_3,1377,0.96,37.0,Stonyfield Organic Bananas (Bunch)
